id,section,word,meaning,example,exampleJa,category,note
1250,9,presumably,おそらく；推定上,The qualifier “presumably” adjusts the strength or scope of a claim.,「presumably（おそらく；推定上）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1251,9,apparently,見たところ,The qualifier “apparently” adjusts the strength or scope of a claim.,「apparently（見たところ）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1252,9,seemingly,見かけ上,The qualifier “seemingly” adjusts the strength or scope of a claim.,「seemingly（見かけ上）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1253,9,potentially,潜在的には,The qualifier “potentially” adjusts the strength or scope of a claim.,「potentially（潜在的には）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1254,9,possibly,ひょっとすると,The qualifier “possibly” adjusts the strength or scope of a claim.,「possibly（ひょっとすると）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1255,9,conceivably,考えうるところでは,The qualifier “conceivably” adjusts the strength or scope of a claim.,「conceivably（考えうるところでは）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1256,9,in all probability,おそらく,The qualifier “in all probability” adjusts the strength or scope of a claim.,「in all probability（おそらく）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1257,9,in all likelihood,おそらく,The qualifier “in all likelihood” adjusts the strength or scope of a claim.,「in all likelihood（おそらく）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1258,9,in most respects,ほとんどの点で,The qualifier “in most respects” adjusts the strength or scope of a claim.,「in most respects（ほとんどの点で）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1259,9,in certain respects,ある点では,The qualifier “in certain respects” adjusts the strength or scope of a claim.,「in certain respects（ある点では）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1260,9,in relevant respects,関連する点では,The qualifier “in relevant respects” adjusts the strength or scope of a claim.,「in relevant respects（関連する点では）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1261,9,in this limited sense,この限定された意味で,The qualifier “in this limited sense” adjusts the strength or scope of a claim.,「in this limited sense（この限定された意味で）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1262,9,in a qualified sense,限定された意味で,The qualifier “in a qualified sense” adjusts the strength or scope of a claim.,「in a qualified sense（限定された意味で）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1263,9,with an important qualification,重要な留保つきで,The qualifier “with an important qualification” adjusts the strength or scope of a claim.,「with an important qualification（重要な留保つきで）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1264,9,with one caveat,一つの留保をつけると,The qualifier “with one caveat” adjusts the strength or scope of a claim.,「with one caveat（一つの留保をつけると）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1265,9,with the caveat that S,Sという留保つきで,The qualifier “with the caveat that S” adjusts the strength or scope of a claim.,「with the caveat that S（Sという留保つきで）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1266,9,provided we distinguish P from Q,PとQを区別するなら,The qualifier “provided we distinguish P from Q” adjusts the strength or scope of a claim.,「provided we distinguish P from Q（PとQを区別するなら）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1267,9,provided we interpret P narrowly,Pを狭く解釈するなら,The qualifier “provided we interpret P narrowly” adjusts the strength or scope of a claim.,「provided we interpret P narrowly（Pを狭く解釈するなら）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1268,9,if understood broadly,広く理解するなら,The qualifier “if understood broadly” adjusts the strength or scope of a claim.,「if understood broadly（広く理解するなら）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1269,9,if understood narrowly,狭く理解するなら,The qualifier “if understood narrowly” adjusts the strength or scope of a claim.,「if understood narrowly（狭く理解するなら）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1270,9,on this interpretation,この解釈では,The qualifier “on this interpretation” adjusts the strength or scope of a claim.,「on this interpretation（この解釈では）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1271,9,on that interpretation,その解釈では,The qualifier “on that interpretation” adjusts the strength or scope of a claim.,「on that interpretation（その解釈では）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1272,9,on the most natural reading,最も自然な読みでは,The qualifier “on the most natural reading” adjusts the strength or scope of a claim.,「on the most natural reading（最も自然な読みでは）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1273,9,on a charitable reading,好意的に解釈すれば,The qualifier “on a charitable reading” adjusts the strength or scope of a claim.,「on a charitable reading（好意的に解釈すれば）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1274,9,on a literal reading,文字どおりの読みでは,The qualifier “on a literal reading” adjusts the strength or scope of a claim.,「on a literal reading（文字どおりの読みでは）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1275,9,in its strongest form,最も強い形では,The qualifier “in its strongest form” adjusts the strength or scope of a claim.,「in its strongest form（最も強い形では）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1276,9,in its weakest form,最も弱い形では,The qualifier “in its weakest form” adjusts the strength or scope of a claim.,「in its weakest form（最も弱い形では）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1277,9,in a restricted form,制限された形では,The qualifier “in a restricted form” adjusts the strength or scope of a claim.,「in a restricted form（制限された形では）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1278,9,in an unrestricted form,無制限な形では,The qualifier “in an unrestricted form” adjusts the strength or scope of a claim.,「in an unrestricted form（無制限な形では）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1279,9,within a restricted domain,限定された領域では,The qualifier “within a restricted domain” adjusts the strength or scope of a claim.,「within a restricted domain（限定された領域では）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1280,9,outside that domain,その領域の外では,The qualifier “outside that domain” adjusts the strength or scope of a claim.,「outside that domain（その領域の外では）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1281,9,for ordinary cases,通常事例については,The qualifier “for ordinary cases” adjusts the strength or scope of a claim.,「for ordinary cases（通常事例については）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1282,9,for borderline cases,境界事例については,The qualifier “for borderline cases” adjusts the strength or scope of a claim.,「for borderline cases（境界事例については）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1283,9,in exceptional cases,例外的事例では,The qualifier “in exceptional cases” adjusts the strength or scope of a claim.,「in exceptional cases（例外的事例では）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1284,9,as a first approximation,第一近似として,The qualifier “as a first approximation” adjusts the strength or scope of a claim.,「as a first approximation（第一近似として）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1285,9,as a rough approximation,大まかな近似として,The qualifier “as a rough approximation” adjusts the strength or scope of a claim.,「as a rough approximation（大まかな近似として）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1286,9,as a working definition,暫定的な作業定義として,The qualifier “as a working definition” adjusts the strength or scope of a claim.,「as a working definition（暫定的な作業定義として）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1287,9,for heuristic purposes,発見的な目的のために,The qualifier “for heuristic purposes” adjusts the strength or scope of a claim.,「for heuristic purposes（発見的な目的のために）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1288,9,for expository purposes,説明上の目的のために,The qualifier “for expository purposes” adjusts the strength or scope of a claim.,「for expository purposes（説明上の目的のために）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1289,9,without committing to P,Pにコミットせずに,The qualifier “without committing to P” adjusts the strength or scope of a claim.,「without committing to P（Pにコミットせずに）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1290,9,without assuming that S,Sを仮定せずに,The qualifier “without assuming that S” adjusts the strength or scope of a claim.,「without assuming that S（Sを仮定せずに）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1291,9,without implying that S,Sを含意せずに,The qualifier “without implying that S” adjusts the strength or scope of a claim.,「without implying that S（Sを含意せずに）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1292,9,without denying that S,Sを否定せずに,The qualifier “without denying that S” adjusts the strength or scope of a claim.,「without denying that S（Sを否定せずに）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1293,9,not to suggest that S,Sを示唆する意図ではなく,The qualifier “not to suggest that S” adjusts the strength or scope of a claim.,「not to suggest that S（Sを示唆する意図ではなく）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1294,9,this should not be overstated,これは誇張すべきではない,The qualifier “this should not be overstated” adjusts the strength or scope of a claim.,「this should not be overstated（これは誇張すべきではない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1295,9,the point should not be pushed too far,この点を押し進めすぎるべきではない,The qualifier “the point should not be pushed too far” adjusts the strength or scope of a claim.,「the point should not be pushed too far（この点を押し進めすぎるべきではない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1296,9,the claim should be qualified,その主張には限定が必要である,The qualifier “the claim should be qualified” adjusts the strength or scope of a claim.,「the claim should be qualified（その主張には限定が必要である）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1297,9,the conclusion should be tentative,結論は暫定的であるべきだ,The qualifier “the conclusion should be tentative” adjusts the strength or scope of a claim.,「the conclusion should be tentative（結論は暫定的であるべきだ）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1298,9,the result should be interpreted cautiously,結果は慎重に解釈すべきだ,The qualifier “the result should be interpreted cautiously” adjusts the strength or scope of a claim.,「the result should be interpreted cautiously（結果は慎重に解釈すべきだ）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1299,9,the evidence permits only a modest conclusion,証拠が許すのは控えめな結論だけである,The qualifier “the evidence permits only a modest conclusion” adjusts the strength or scope of a claim.,「the evidence permits only a modest conclusion（証拠が許すのは控えめな結論だけである）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1300,9,the claim is plausible only if S,その主張はSの場合に限りもっともらしい,The qualifier “the claim is plausible only if S” adjusts the strength or scope of a claim.,「the claim is plausible only if S（その主張はSの場合に限りもっともらしい）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1301,9,the view is defensible provided that S,その見解はSという条件なら擁護可能である,The qualifier “the view is defensible provided that S” adjusts the strength or scope of a claim.,「the view is defensible provided that S（その見解はSという条件なら擁護可能である）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1302,9,the account works within a limited domain,その説明は限定された領域で機能する,The qualifier “the account works within a limited domain” adjusts the strength or scope of a claim.,「the account works within a limited domain（その説明は限定された領域で機能する）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1303,9,the account should not be generalized too far,その説明を一般化しすぎるべきではない,The qualifier “the account should not be generalized too far” adjusts the strength or scope of a claim.,「the account should not be generalized too far（その説明を一般化しすぎるべきではない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1304,9,the result may not generalize beyond P,その結果はPを超えて一般化できないかもしれない,The qualifier “the result may not generalize beyond P” adjusts the strength or scope of a claim.,「the result may not generalize beyond P（その結果はPを超えて一般化できないかもしれない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1305,9,the point applies primarily to P,その点は主としてPに当てはまる,The qualifier “the point applies primarily to P” adjusts the strength or scope of a claim.,「the point applies primarily to P（その点は主としてPに当てはまる）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1306,9,the point applies only indirectly to P,その点はPには間接的にしか当てはまらない,The qualifier “the point applies only indirectly to P” adjusts the strength or scope of a claim.,「the point applies only indirectly to P（その点はPには間接的にしか当てはまらない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1307,9,the point applies with some modification,その点は多少の修正を加えれば当てはまる,The qualifier “the point applies with some modification” adjusts the strength or scope of a claim.,「the point applies with some modification（その点は多少の修正を加えれば当てはまる）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1308,9,the claim is true in a limited sense,その主張は限定的な意味で真である,The qualifier “the claim is true in a limited sense” adjusts the strength or scope of a claim.,「the claim is true in a limited sense（その主張は限定的な意味で真である）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1309,9,the claim is false on the stronger reading,その主張は強い読みでは偽である,The qualifier “the claim is false on the stronger reading” adjusts the strength or scope of a claim.,「the claim is false on the stronger reading（その主張は強い読みでは偽である）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1310,9,the claim is trivial on the weaker reading,その主張は弱い読みでは自明である,The qualifier “the claim is trivial on the weaker reading” adjusts the strength or scope of a claim.,「the claim is trivial on the weaker reading（その主張は弱い読みでは自明である）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1311,9,the term is used loosely here,その用語はここでは緩く用いられている,The qualifier “the term is used loosely here” adjusts the strength or scope of a claim.,「the term is used loosely here（その用語はここでは緩く用いられている）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1312,9,the term is used in a technical sense,その用語は専門的な意味で用いられている,The qualifier “the term is used in a technical sense” adjusts the strength or scope of a claim.,「the term is used in a technical sense（その用語は専門的な意味で用いられている）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1313,9,the term should not be taken literally,その用語を文字どおりに取るべきではない,The qualifier “the term should not be taken literally” adjusts the strength or scope of a claim.,「the term should not be taken literally（その用語を文字どおりに取るべきではない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1314,9,the expression is shorthand for P,その表現はPの略式表現である,The qualifier “the expression is shorthand for P” adjusts the strength or scope of a claim.,「the expression is shorthand for P（その表現はPの略式表現である）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1315,9,P is broadly correct,Pは大まかには正しい,The qualifier “P is broadly correct” adjusts the strength or scope of a claim.,「P is broadly correct（Pは大まかには正しい）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1316,9,P is approximately true,Pは近似的に真である,The qualifier “P is approximately true” adjusts the strength or scope of a claim.,「P is approximately true（Pは近似的に真である）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1317,9,P is only partly true,Pは部分的にしか真ではない,The qualifier “P is only partly true” adjusts the strength or scope of a claim.,「P is only partly true（Pは部分的にしか真ではない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1318,9,P is true with qualifications,Pは限定つきで真である,The qualifier “P is true with qualifications” adjusts the strength or scope of a claim.,「P is true with qualifications（Pは限定つきで真である）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1319,9,P is at least plausible,Pは少なくとももっともらしい,The qualifier “P is at least plausible” adjusts the strength or scope of a claim.,「P is at least plausible（Pは少なくとももっともらしい）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1320,9,P is not obviously false,Pは明らかに偽というわけではない,The qualifier “P is not obviously false” adjusts the strength or scope of a claim.,「P is not obviously false（Pは明らかに偽というわけではない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1321,9,P cannot be ruled out,Pを排除することはできない,The qualifier “P cannot be ruled out” adjusts the strength or scope of a claim.,「P cannot be ruled out（Pを排除することはできない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1322,9,P remains a live possibility,Pはなお現実的な可能性として残る,The qualifier “P remains a live possibility” adjusts the strength or scope of a claim.,「P remains a live possibility（Pはなお現実的な可能性として残る）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1323,9,P remains open,Pは未決定のままである,The qualifier “P remains open” adjusts the strength or scope of a claim.,「P remains open（Pは未決定のままである）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1324,9,P should remain open,Pは未決定のままにすべきである,The qualifier “P should remain open” adjusts the strength or scope of a claim.,「P should remain open（Pは未決定のままにすべきである）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1325,9,P is less clear than it first appears,Pは一見するほど明確ではない,The qualifier “P is less clear than it first appears” adjusts the strength or scope of a claim.,「P is less clear than it first appears（Pは一見するほど明確ではない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1326,9,P is more complicated than it appears,Pは見かけより複雑である,The qualifier “P is more complicated than it appears” adjusts the strength or scope of a claim.,「P is more complicated than it appears（Pは見かけより複雑である）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1327,9,P may be overstated,Pは誇張されているかもしれない,The qualifier “P may be overstated” adjusts the strength or scope of a claim.,「P may be overstated（Pは誇張されているかもしれない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1328,9,P may be too strong,Pは強すぎるかもしれない,The qualifier “P may be too strong” adjusts the strength or scope of a claim.,「P may be too strong（Pは強すぎるかもしれない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1329,9,P may be too weak,Pは弱すぎるかもしれない,The qualifier “P may be too weak” adjusts the strength or scope of a claim.,「P may be too weak（Pは弱すぎるかもしれない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1330,9,P may require qualification,Pには限定が必要かもしれない,The qualifier “P may require qualification” adjusts the strength or scope of a claim.,「P may require qualification（Pには限定が必要かもしれない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1331,9,P may hold only under Q,PはQのもとでのみ成り立つかもしれない,The qualifier “P may hold only under Q” adjusts the strength or scope of a claim.,「P may hold only under Q（PはQのもとでのみ成り立つかもしれない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1332,9,P seems to depend on Q,PはQに依存するように見える,The qualifier “P seems to depend on Q” adjusts the strength or scope of a claim.,「P seems to depend on Q（PはQに依存するように見える）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1333,9,P appears to vary with Q,PはQに応じて変化するように見える,The qualifier “P appears to vary with Q” adjusts the strength or scope of a claim.,「P appears to vary with Q（PはQに応じて変化するように見える）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1334,9,P should be understood relative to Q,PはQとの関係で理解すべきである,The qualifier “P should be understood relative to Q” adjusts the strength or scope of a claim.,「P should be understood relative to Q（PはQとの関係で理解すべきである）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1335,9,P should be interpreted in context,Pは文脈の中で解釈すべきである,The qualifier “P should be interpreted in context” adjusts the strength or scope of a claim.,「P should be interpreted in context（Pは文脈の中で解釈すべきである）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1336,9,P should be distinguished from Q,PはQから区別すべきである,The qualifier “P should be distinguished from Q” adjusts the strength or scope of a claim.,「P should be distinguished from Q（PはQから区別すべきである）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1337,9,P should not be confused with Q,PをQと混同すべきではない,The qualifier “P should not be confused with Q” adjusts the strength or scope of a claim.,「P should not be confused with Q（PをQと混同すべきではない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1338,9,P is perhaps better described as Q,PはQと記述する方がよいかもしれない,The qualifier “P is perhaps better described as Q” adjusts the strength or scope of a claim.,「P is perhaps better described as Q（PはQと記述する方がよいかもしれない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1339,9,P is better understood as Q,PはQとして理解する方がよい,The qualifier “P is better understood as Q” adjusts the strength or scope of a claim.,「P is better understood as Q（PはQとして理解する方がよい）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1340,9,P might instead be understood as Q,PはむしろQとして理解できるかもしれない,The qualifier “P might instead be understood as Q” adjusts the strength or scope of a claim.,「P might instead be understood as Q（PはむしろQとして理解できるかもしれない）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1341,9,one could argue that S,Sと論じることもできる,The qualifier “one could argue that S” adjusts the strength or scope of a claim.,「one could argue that S（Sと論じることもできる）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1342,9,one could object that S,Sと反論することもできる,The qualifier “one could object that S” adjusts the strength or scope of a claim.,「one could object that S（Sと反論することもできる）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1343,9,one might reasonably think that S,Sと合理的に考えることもできる,The qualifier “one might reasonably think that S” adjusts the strength or scope of a claim.,「one might reasonably think that S（Sと合理的に考えることもできる）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1344,9,it would be premature to conclude that S,Sと結論するのは時期尚早である,The qualifier “it would be premature to conclude that S” adjusts the strength or scope of a claim.,「it would be premature to conclude that S（Sと結論するのは時期尚早である）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1345,9,it would be misleading to say that S,Sと言うのは誤解を招く,The qualifier “it would be misleading to say that S” adjusts the strength or scope of a claim.,「it would be misleading to say that S（Sと言うのは誤解を招く）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1346,9,it would be too strong to claim that S,Sと主張するのは強すぎる,The qualifier “it would be too strong to claim that S” adjusts the strength or scope of a claim.,「it would be too strong to claim that S（Sと主張するのは強すぎる）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1347,9,it would be safer to say that S,Sと言う方が安全である,The qualifier “it would be safer to say that S” adjusts the strength or scope of a claim.,「it would be safer to say that S（Sと言う方が安全である）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1348,9,a more modest claim is that S,より控えめな主張はSである,The qualifier “a more modest claim is that S” adjusts the strength or scope of a claim.,「a more modest claim is that S（より控えめな主張はSである）」は主張の強さや適用範囲を調整する。,Hedging and scope,断定の強さ・適用範囲・留保を読む。
1349,9,in a provisional sense,暫定的な意味で,The expression “in a provisional sense” is useful for reading this level of academic argument.,「in a provisional sense（暫定的な意味で）」はこの難易度帯の学術的議論を読むうえで有用である。,Hedging and scope,読解時に一つの意味単位として認識する。
1350,9,subject to revision,修正の可能性を残して,The expression “subject to revision” is useful for reading this level of academic argument.,「subject to revision（修正の可能性を残して）」はこの難易度帯の学術的議論を読むうえで有用である。,Hedging and scope,読解時に一つの意味単位として認識する。
1351,10,for the sake of argument,議論のためにひとまず,The philosophical frame “for the sake of argument” is common in advanced argumentation.,「for the sake of argument（議論のためにひとまず）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1352,10,grant for the sake of argument that S,議論のためにSを認めよう,The philosophical frame “grant for the sake of argument that S” is common in advanced argumentation.,「grant for the sake of argument that S（議論のためにSを認めよう）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1353,10,all else being equal,他の条件が同じなら,The philosophical frame “all else being equal” is common in advanced argumentation.,「all else being equal（他の条件が同じなら）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1354,10,other things being equal,他の条件が同じなら,The philosophical frame “other things being equal” is common in advanced argumentation.,「other things being equal（他の条件が同じなら）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1355,10,by definition,定義上,The philosophical frame “by definition” is common in advanced argumentation.,「by definition（定義上）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1356,10,as a matter of definition,定義上の問題として,The philosophical frame “as a matter of definition” is common in advanced argumentation.,「as a matter of definition（定義上の問題として）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1357,10,conceptually distinct from,概念的に〜とは別である,The philosophical frame “conceptually distinct from” is common in advanced argumentation.,「conceptually distinct from（概念的に〜とは別である）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1358,10,logically independent of,論理的に〜から独立している,The philosophical frame “logically independent of” is common in advanced argumentation.,「logically independent of（論理的に〜から独立している）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1359,10,necessary for,〜に必要である,The philosophical frame “necessary for” is common in advanced argumentation.,「necessary for（〜に必要である）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1360,10,sufficient for,〜に十分である,The philosophical frame “sufficient for” is common in advanced argumentation.,「sufficient for（〜に十分である）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1361,10,necessary but not sufficient,必要だが十分ではない,The philosophical frame “necessary but not sufficient” is common in advanced argumentation.,「necessary but not sufficient（必要だが十分ではない）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
1362,10,sufficient but not necessary,十分だが必要ではない,The philosophical frame “sufficient but not necessary” is common in advanced argumentation.,「sufficient but not necessary（十分だが必要ではない）」は高度な哲学的論証で用いられる。,Philosophical frames,哲学論文の論理・様相・基礎づけ・規範表現。
